Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	ST Complex	Lineage	Subspecies	adk	fumC	gyrB	icd	mdh	purA	recA
ESC_HB9823AA	K-12	SRR26122925;ILLUMINA;Paired;;SRX21836714;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA1019265	SRP461985		SAMN37476243	SRS18935178	2023-12-03	2023-10-08	ESC_HB9823AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_HB9824AA	K-12	SRR26121106;ILLUMINA;Paired;;SRX21834903;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA1019295	SRP461970		SAMN37479744	SRS18933369	2023-12-03	2023-10-08	ESC_HB9824AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_HB9825AA	K-12	SRR26121109;ILLUMINA;Paired;;SRX21834900;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA1019295	SRP461970		SAMN37479741	SRS18933365	2023-12-03	2023-10-08	ESC_HB9825AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_HB9826AA	K-12	SRR26116987;ILLUMINA;Paired;;SRX21830808;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA1019238	SRP461919		SAMN37475364	SRS18930007	2023-12-03	2023-10-08	ESC_HB9826AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_HB9827AA	K-12	SRR26116992;ILLUMINA;Paired;;SRX21830803;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA1019238	SRP461919		SAMN37475359	SRS18930002	2023-12-03	2023-10-08	ESC_HB9827AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_HB9828AA	K-12	SRR26115935;ILLUMINA;Paired;;SRX21829774;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA1019139	SRP461896		SAMN37475037	SRS18929138	2023-12-03	2023-10-08	ESC_HB9828AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_HB9829AA	K-12	SRR26115940;ILLUMINA;Paired;;SRX21829769;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA1019139	SRP461896		SAMN37475032	SRS18929133	2023-12-03	2023-10-08	ESC_HB9829AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_HB9830AA	K-12	SRR26998593;ILLUMINA;Paired;;SRX22691547;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA1047074	SRP475110		SAMN38516410	SRS19684410	2023-12-03	2023-12-02	ESC_HB9830AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_HB9831AA	K-12	SRR26998595;ILLUMINA;Paired;;SRX22691545;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA1047074	SRP475110		SAMN38516408	SRS19684407	2023-12-03	2023-12-02	ESC_HB9831AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_HB9832AA	K-12	SRR26998596;ILLUMINA;Paired;;SRX22691544;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA1047074	SRP475110		SAMN38516407	SRS19684406	2023-12-03	2023-12-02	ESC_HB9832AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_IB5448AA	12	SRR27548847;ILLUMINA;Paired;;SRX23218335;SRA	Human	Human	Homo sapiens	2023				Europe	Netherlands							Leiden University Medical Center	Escherichia coli								PRJNA1064853	SRP483746		SAMN39441283	SRS20141524	2024-01-16	2024-01-15	ESC_IB5448AA	NaN	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IB8131AA	RIVM_C050332	SRR27977036;ILLUMINA;Paired;;SRX23630730;SRA	Human	Human	Age: 24; Homo sapiens	2022	9	14		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950455	SRS20469272	2024-02-16	2024-02-15	ESC_IB8131AA	NaN	648	ST648 Cplx			92	4	87	96	70	58	2
ESC_IB8132AA	RIVM_C048208	SRR27977048;ILLUMINA;Paired;;SRX23630718;SRA	Human	Human	Age: 72; Homo sapiens	2022	9	7		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950427	SRS20469263	2024-02-16	2024-02-15	ESC_IB8132AA	NaN	617	ST10 Cplx			10	11	4	8	8	13	73
ESC_IB8133AA	RIVM_C059478	SRR27977275;ILLUMINA;Paired;;SRX23630715;SRA	Human	Human	Age: 70; Homo sapiens	2023	8	9		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950688	SRS20469613	2024-02-16	2024-02-15	ESC_IB8133AA	NaN	127		B2		13	14	19	36	23	11	10
ESC_IB8134AA	RIVM_C059473	SRR27977052;ILLUMINA;Paired;;SRX23630714;SRA	Human	Human	Age: 57; Homo sapiens	2023	8	10		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950687	SRS20469261	2024-02-16	2024-02-15	ESC_IB8134AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_IB8135AA	RIVM_C059467	SRR27977054;ILLUMINA;Paired;;SRX23630712;SRA	Human	Human	Age: 68; Homo sapiens	2023	8	8		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950685	SRS20469612	2024-02-16	2024-02-15	ESC_IB8135AA	NaN	69	ST69 Cplx	D		21	35	27	6	5	5	4
ESC_IB8136AA	RIVM_C059466	SRR27977055;ILLUMINA;Paired;;SRX23630711;SRA	Human	Human	Age: 42; Homo sapiens	2023	8	7		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950684	SRS20469259	2024-02-16	2024-02-15	ESC_IB8136AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_IB8137AA	RIVM_C050173	SRR27977056;ILLUMINA;Paired;;SRX23630710;SRA	Human	Human	Age: 23; Homo sapiens	2022	12	28		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950450	SRS20469258	2024-02-16	2024-02-15	ESC_IB8137AA	NaN	409		A		10	11	1	1	71	8	6
ESC_IB8138AA	RIVM_C059329	SRR27977063;ILLUMINA;Paired;;SRX23630703;SRA	Human	Human	Age: 26; Homo sapiens	2023	8	3		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950677	SRS20469609	2024-02-16	2024-02-15	ESC_IB8138AA	NaN	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_IB8139AA	RIVM_C050165	SRR27977067;ILLUMINA;Paired;;SRX23630699;SRA	Human	Human	Age: 71; Homo sapiens	2022	12	29		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950449	SRS20469251	2024-02-16	2024-02-15	ESC_IB8139AA	NaN	1		D		4	2	2	4	4	4	4
ESC_IB8140AA	RIVM_C059314	SRR27977072;ILLUMINA;Paired;;SRX23630694;SRA	Human	Human	Age: 43; Homo sapiens	2023	8	3		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950669	SRS20469248	2024-02-16	2024-02-15	ESC_IB8140AA	NaN	155	ST155 Cplx	B1		6	4	14	16	24	8	14
ESC_IB8141AA	RIVM_C059306	SRR27977075;ILLUMINA;Paired;;SRX23630691;SRA	Human	Human	Age: 62; Homo sapiens	2023	7	26		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950666	SRS20469246	2024-02-16	2024-02-15	ESC_IB8141AA	NaN	58	ST155 Cplx	AxB1		6	4	4	16	24	8	14
ESC_IB8142AA	RIVM_C059284	SRR27977082;ILLUMINA;Paired;;SRX23630684;SRA	Human	Human	Age: 31; Homo sapiens	2023	7	21		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950660	SRS20469603	2024-02-16	2024-02-15	ESC_IB8142AA	NaN	38	ST38 Cplx	D		4	26	2	25	5	5	19
ESC_IB8143AA	RIVM_C059207	SRR27977091;ILLUMINA;Paired;;SRX23630675;SRA	Human	Human	Age: 63; Homo sapiens	2023	7	10		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950652	SRS20469600	2024-02-16	2024-02-15	ESC_IB8143AA	NaN	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_IB8144AA	RIVM_C059204	SRR27977093;ILLUMINA;Paired;;SRX23630673;SRA	Human	Human	Age: 72; Homo sapiens	2023	7	14		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950650	SRS20469234	2024-02-16	2024-02-15	ESC_IB8144AA	NaN	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IB8145AA	RIVM_C059197	SRR27977096;ILLUMINA;Paired;;SRX23630670;SRA	Human	Human	Age: 53; Homo sapiens	2023	7	11		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950647	SRS20469231	2024-02-16	2024-02-15	ESC_IB8145AA	NaN	88	ST23 Cplx	B1		6	4	12	1	20	12	7
ESC_IB8146AA	RIVM_C059196	SRR27977097;ILLUMINA;Paired;;SRX23630669;SRA	Human	Human	Age: 33; Homo sapiens	2023	7	6		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950646	SRS20469232	2024-02-16	2024-02-15	ESC_IB8146AA	NaN	46	ST46 Cplx	A		8	7	1	8	8	8	6
ESC_IB8147AA	RIVM_C059193	SRR27977101;ILLUMINA;Paired;;SRX23630665;SRA	Human	Human	Age: 66; Homo sapiens	2023	7	11		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950643	SRS20469229	2024-02-16	2024-02-15	ESC_IB8147AA	NaN	1277				127	232	4	12	160	162	17
ESC_IB8148AA	RIVM_C059185	SRR27977105;ILLUMINA;Paired;;SRX23630661;SRA	Human	Human	Age: 60; Homo sapiens	2023	7	8		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950639	SRS20469226	2024-02-16	2024-02-15	ESC_IB8148AA	NaN	90	ST23 Cplx	AxB1		6	4	12	1	20	8	7
ESC_IB8149AA	RIVM_C059152	SRR27977107;ILLUMINA;Paired;;SRX23630659;SRA	Human	Human	Age: 94; Homo sapiens	2023	7	4		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950637	SRS20469225	2024-02-16	2024-02-15	ESC_IB8149AA	NaN	127		B2		13	14	19	36	23	11	10
ESC_IB8150AA	RIVM_C059151	SRR27977108;ILLUMINA;Paired;;SRX23630658;SRA	Human	Human	Age: 88; Homo sapiens	2023	7	4		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950636	SRS20469224	2024-02-16	2024-02-15	ESC_IB8150AA	NaN	127		B2		13	14	19	36	23	11	10
ESC_IB8151AA	RIVM_C059150	SRR27977109;ILLUMINA;Paired;;SRX23630657;SRA	Human	Human	Age: 66; Homo sapiens	2023	7	4		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950635	SRS20469595	2024-02-16	2024-02-15	ESC_IB8151AA	NaN	131	ST131 Cplx	B2		53	40	47	13	36	28	29
ESC_IB8152AA	RIVM_C055773	SRR27977115;ILLUMINA;Paired;;SRX23630651;SRA	Human	Human	Age: 63; Homo sapiens	2023	7	4		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950630	SRS20469592	2024-02-16	2024-02-15	ESC_IB8152AA	NaN	405	ST405 Cplx			35	37	29	25	4	5	73
ESC_IB8153AA	RIVM_C055770	SRR27977116;ILLUMINA;Paired;;SRX23630650;SRA	Human	Human	Age: 66; Homo sapiens	2023	6	28		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950629	SRS20469219	2024-02-16	2024-02-15	ESC_IB8153AA	NaN	131	ST131 Cplx	B2		53	40	47	13	36	28	29
ESC_IB8154AA	RIVM_C055768	SRR27977118;ILLUMINA;Paired;;SRX23630648;SRA	Human	Human	Age: 39; Homo sapiens	2023	6	29		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950627	SRS20469593	2024-02-16	2024-02-15	ESC_IB8154AA	NaN	13730	ST131 Cplx	B2		53	2159	47	13	36	28	29
ESC_IB8155AA	RIVM_C055766	SRR27977120;ILLUMINA;Paired;;SRX23630646;SRA	Human	Human	Age: 68; Homo sapiens	2023	6	30		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950625	SRS20469216	2024-02-16	2024-02-15	ESC_IB8155AA	NaN	13730	ST131 Cplx	B2		53	2159	47	13	36	28	29
ESC_IB8156AA	RIVM_C055169	SRR27977125;ILLUMINA;Paired;;SRX23630642;SRA	Human	Human	Age: 77; Homo sapiens	2023	4	25		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950522	SRS20469589	2024-02-16	2024-02-15	ESC_IB8156AA	NaN	6027				54	22	211	342	40	5	4
ESC_IB8157AA	RIVM_C055167	SRR27977126;ILLUMINA;Paired;;SRX23630641;SRA	Human	Human	Age: 89; Homo sapiens	2023	4	23		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950521	SRS20469212	2024-02-16	2024-02-15	ESC_IB8157AA	NaN	-3391	ST568 Cplx	B2		13	NaN	19	36	23	11	10
ESC_IB8158AA	RIVM_C055126	SRR27977129;ILLUMINA;Paired;;SRX23630638;SRA	Human	Human	Age: 83; Homo sapiens	2023	4	21		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950518	SRS20469211	2024-02-16	2024-02-15	ESC_IB8158AA	NaN	127		B2		13	14	19	36	23	11	10
ESC_IB8159AA	RIVM_C055125	SRR27977130;ILLUMINA;Paired;;SRX23630637;SRA	Human	Human	Age: 80; Homo sapiens	2023	4	21		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950517	SRS20469587	2024-02-16	2024-02-15	ESC_IB8159AA	NaN	-3391	ST568 Cplx	B2		13	NaN	19	36	23	11	10
ESC_IB8160AA	RIVM_C055415	SRR27977311;ILLUMINA;Paired;;SRX23630636;SRA	Human	Human	Age: 42; Homo sapiens	2023	6	13		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950591	SRS20469210	2024-02-16	2024-02-15	ESC_IB8160AA	NaN	998		B2		13	52	156	14	17	25	17
ESC_IB8161AA	RIVM_C055411	SRR27977135;ILLUMINA;Paired;;SRX23630632;SRA	Human	Human	Age: 69; Homo sapiens	2023	6	12		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950587	SRS20469584	2024-02-16	2024-02-15	ESC_IB8161AA	NaN	405	ST405 Cplx			35	37	29	25	4	5	73
ESC_IB8162AA	RIVM_C055404	SRR27977136;ILLUMINA;Paired;;SRX23630631;SRA	Human	Human	Age: 55; Homo sapiens	2023	6	8		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950586	SRS20469207	2024-02-16	2024-02-15	ESC_IB8162AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_IB8163AA	RIVM_C048768	SRR27977139;ILLUMINA;Paired;;SRX23630628;SRA	Human	Human	Age: 53; Homo sapiens	2022	10	10		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950440	SRS20469205	2024-02-16	2024-02-15	ESC_IB8163AA	NaN	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IB8164AA	RIVM_C055394	SRR27977140;ILLUMINA;Paired;;SRX23630627;SRA	Human	Human	Age: 81; Homo sapiens	2023	6	7		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950583	SRS20469581	2024-02-16	2024-02-15	ESC_IB8164AA	NaN	1598		A		8	7	1	8	8	13	47
ESC_IB8165AA	RIVM_C048766	SRR27977150;ILLUMINA;Paired;;SRX23630617;SRA	Human	Human	Age: 76; Homo sapiens	2022	10	11		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950439	SRS20469198	2024-02-16	2024-02-15	ESC_IB8165AA	NaN	617	ST10 Cplx			10	11	4	8	8	13	73
ESC_IB8166AA	RIVM_C055360	SRR27977154;ILLUMINA;Paired;;SRX23630613;SRA	Human	Human	Age: 8; Homo sapiens	2023	5	27		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950570	SRS20469196	2024-02-16	2024-02-15	ESC_IB8166AA	NaN	38	ST38 Cplx	D		4	26	2	25	5	5	19
ESC_IB8167AA	RIVM_C055351	SRR27977157;ILLUMINA;Paired;;SRX23630610;SRA	Human	Human	Age: 74; Homo sapiens	2023	5	20		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950567	SRS20469577	2024-02-16	2024-02-15	ESC_IB8167AA	NaN	58	ST155 Cplx	AxB1		6	4	4	16	24	8	14
ESC_IB8168AA	RIVM_C055345	SRR27977164;ILLUMINA;Paired;;SRX23630603;SRA	Human	Human	Age: 49; Homo sapiens	2023	5	25		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950561	SRS20469190	2024-02-16	2024-02-15	ESC_IB8168AA	NaN	361		A		10	99	5	91	8	7	2
ESC_IB8169AA	RIVM_C055343	SRR27977165;ILLUMINA;Paired;;SRX23630602;SRA	Human	Human	Age: 79; Homo sapiens	2023	5	26		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950560	SRS20469188	2024-02-16	2024-02-15	ESC_IB8169AA	NaN	398	ST398 Cplx			64	7	1	1	8	8	6
ESC_IB8170AA	RIVM_C055339	SRR27977166;ILLUMINA;Paired;;SRX23630601;SRA	Human	Human	Age: 40; Homo sapiens	2023	5	25		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950559	SRS20469574	2024-02-16	2024-02-15	ESC_IB8170AA	NaN	405	ST405 Cplx			35	37	29	25	4	5	73
ESC_IB8171AA	RIVM_C055124	SRR27977131;ILLUMINA;Paired;;SRX23630600;SRA	Human	Human	Age: 80; Homo sapiens	2023	4	21		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950516	SRS20469573	2024-02-16	2024-02-15	ESC_IB8171AA	NaN	-3391	ST568 Cplx	B2		13	NaN	19	36	23	11	10
ESC_IB8172AA	RIVM_C055117	SRR27977172;ILLUMINA;Paired;;SRX23630595;SRA	Human	Human	Age: 40; Homo sapiens	2023	4	18		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950512	SRS20469184	2024-02-16	2024-02-15	ESC_IB8172AA	NaN	38	ST38 Cplx	D		4	26	2	25	5	5	19
ESC_IB8173AA	RIVM_C055103	SRR27977177;ILLUMINA;Paired;;SRX23630590;SRA	Human	Human	Age: 72; Homo sapiens	2023	4	14		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950507	SRS20469181	2024-02-16	2024-02-15	ESC_IB8173AA	NaN	11672	ST131 Cplx	B2		1237	40	47	13	36	28	29
ESC_IB8174AA	RIVM_C055095	SRR27977179;ILLUMINA;Paired;;SRX23630588;SRA	Human	Human	Age: 91; Homo sapiens	2023	3	26		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950505	SRS20469179	2024-02-16	2024-02-15	ESC_IB8174AA	NaN	127		B2		13	14	19	36	23	11	10
ESC_IB8175AA	RIVM_C051241	SRR27977201;ILLUMINA;Paired;;SRX23630566;SRA	Human	Human	Age: 38; Homo sapiens	2023	3	23		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950485	SRS20469558	2024-02-16	2024-02-15	ESC_IB8175AA	NaN	361		A		10	99	5	91	8	7	2
ESC_IB8176AA	RIVM_C048221	SRR27977203;ILLUMINA;Paired;;SRX23630564;SRA	Human	Human	Age: 3; Homo sapiens	2022	9	12		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950430	SRS20469168	2024-02-16	2024-02-15	ESC_IB8176AA	NaN	131	ST131 Cplx	B2		53	40	47	13	36	28	29
ESC_IB8177AA	RIVM_C051239	SRR27977204;ILLUMINA;Paired;;SRX23630563;SRA	Human	Human	Age: 77; Homo sapiens	2023	3	19		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950483	SRS20469167	2024-02-16	2024-02-15	ESC_IB8177AA	NaN	6027				54	22	211	342	40	5	4
ESC_IB8178AA	RIVM_C051029	SRR27977206;ILLUMINA;Paired;;SRX23630561;SRA	Human	Human	Age: 28; Homo sapiens	2023	3	22		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950481	SRS20469555	2024-02-16	2024-02-15	ESC_IB8178AA	NaN	131	ST131 Cplx	B2		53	40	47	13	36	28	29
ESC_IB8179AA	RIVM_C051020	SRR27977212;ILLUMINA;Paired;;SRX23630555;SRA	Human	Human	Age: 73; Homo sapiens	2023	3	22		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950475	SRS20469163	2024-02-16	2024-02-15	ESC_IB8179AA	NaN	2851	ST23 Cplx			6	4	12	1	20	18	6
ESC_IB8180AA	RIVM_C050864	SRR27977215;ILLUMINA;Paired;;SRX23630552;SRA	Human	Human	Age: 24; Homo sapiens	2023	3	16		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950473	SRS20469161	2024-02-16	2024-02-15	ESC_IB8180AA	NaN	69	ST69 Cplx	D		21	35	27	6	5	5	4
ESC_IB8181AA	RIVM_C050862	SRR27977217;ILLUMINA;Paired;;SRX23630550;SRA	Human	Human	Age: 46; Homo sapiens	2023	3	15		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950471	SRS20469160	2024-02-16	2024-02-15	ESC_IB8181AA	NaN	156	ST156 Cplx	AxB1		6	29	32	16	11	8	44
ESC_IB8182AA	RIVM_C050709	SRR27977220;ILLUMINA;Paired;;SRX23630547;SRA	Human	Human	Age: 39; Homo sapiens	2023	3	10		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950468	SRS20469158	2024-02-16	2024-02-15	ESC_IB8182AA	NaN	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IB8183AA	RIVM_C050547	SRR27977224;ILLUMINA;Paired;;SRX23630543;SRA	Human	Human	Age: 69; Homo sapiens	2023	3	2		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950464	SRS20469156	2024-02-16	2024-02-15	ESC_IB8183AA	NaN	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IB8184AA	RIVM_C048217	SRR27977225;ILLUMINA;Paired;;SRX23630542;SRA	Human	Human	Age: 34; Homo sapiens	2022	9	12		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950428	SRS20469155	2024-02-16	2024-02-15	ESC_IB8184AA	NaN	405	ST405 Cplx			35	37	29	25	4	5	73
ESC_IB8185AA	RIVM_C050406	SRR27977238;ILLUMINA;Paired;;SRX23630529;SRA	Human	Human	Age: 46; Homo sapiens	2023	2	8		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950457	SRS20469542	2024-02-16	2024-02-15	ESC_IB8185AA	NaN	2851	ST23 Cplx			6	4	12	1	20	18	6
ESC_IB8186AA	RIVM_C059479	SRR27977274;ILLUMINA;Paired;;SRX23630493;SRA	Human	Human	Age: 78; Homo sapiens	2023	8	8		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950689	SRS20469526	2024-02-16	2024-02-15	ESC_IB8186AA	NaN	4450		AxB1		277	8	3	16	9	344	6
ESC_IB8187AA	RIVM_C048206	SRR27977124;ILLUMINA;Paired;;SRX23630492;SRA	Human	Human	Age: 68; Homo sapiens	2022	9	12		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950426	SRS20469127	2024-02-16	2024-02-15	ESC_IB8187AA	NaN	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IB8188AA	RIVM_C055608	SRR27977279;ILLUMINA;Paired;;SRX23630488;SRA	Human	Human	Age: 42; Homo sapiens	2023	6	23		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950620	SRS20469125	2024-02-16	2024-02-15	ESC_IB8188AA	NaN	998		B2		13	52	156	14	17	25	17
ESC_IB8189AA	RIVM_C055474	SRR27977281;ILLUMINA;Paired;;SRX23630486;SRA	Human	Human	Age: 59; Homo sapiens	2023	6	23		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950618	SRS20469523	2024-02-16	2024-02-15	ESC_IB8189AA	NaN	46	ST46 Cplx	A		8	7	1	8	8	8	6
ESC_IB8190AA	RIVM_C055471	SRR27977284;ILLUMINA;Paired;;SRX23630483;SRA	Human	Human	Age: 67; Homo sapiens	2023	6	21		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950615	SRS20469122	2024-02-16	2024-02-15	ESC_IB8190AA	NaN	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IB8191AA	RIVM_C055455	SRR27977292;ILLUMINA;Paired;;SRX23630475;SRA	Human	Human	Age: 81; Homo sapiens	2023	6	20		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950608	SRS20469518	2024-02-16	2024-02-15	ESC_IB8191AA	NaN	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IB8192AA	RIVM_C055449	SRR27977295;ILLUMINA;Paired;;SRX23630472;SRA	Human	Human	Age: 55; Homo sapiens	2023	6	20		Europe	Netherlands							RIVM	Escherichia coli								PRJNA1076808	SRP489858		SAMN39950605	SRS20469517	2024-02-16	2024-02-15	ESC_IB8192AA	NaN	38	ST38 Cplx	D		4	26	2	25	5	5	19
