"Uberstrain","Name","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent","Country","Region","District","City","Post.Code","Latitude","Longitude","Lab.Contact","Species","Serological.Group","Serotype","EcoR.Cluster","Path.Nonpath","Simple.Patho","Simple.Disease","Comment","Bio.Project.ID","Project.ID","Disease","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Barcode","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA"
"ESC_HB9183AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR12305979;ILLUMINA;Paired;;ERX11682926;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA114639753","ERS17032986","2023-11-22","2023-11-20","ESC_HB9183AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB9185AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR12305976;ILLUMINA;Paired;;ERX11682923;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA114639752","ERS17032985","2023-11-22","2023-11-20","ESC_HB9185AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_IB2897AA","M2021_10044824_1_E","ERR13108142;OXFORD_NANOPORE;Single;;ERX12479782;SRA,ERR12370012;ILLUMINA;Paired;;ERX11746733;SRA","Livestock","Swine","swine",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"dtu national food institute","Escherichia coli","","O102:H6",NA,"","","","","PRJEB71350","ERP156151","","SAMEA115038957","ERS17564254","2024-01-02","2024-01-02","ESC_IB2897AA",NA,405,"ST405 Cplx","",NA,35,37,29,25,4,5,73
"ESC_IB2925AA","M2021-10044802/2-E","ERR13107190;OXFORD_NANOPORE;Single;;ERX12478830;SRA,ERR12370011;ILLUMINA;Paired;;ERX11746732;SRA","Livestock","Bovine","cattle",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"dtu national food institute","Escherichia coli","","O102:H6",NA,"","","","","PRJEB71350","ERP156151","","SAMEA115038956","ERS17564253","2024-01-02","2024-01-01","ESC_IB2925AA",NA,405,"ST405 Cplx","",NA,35,37,29,25,4,5,73
"ESC_IB3027AA","M2021_10043982_E","ERR13108588;OXFORD_NANOPORE;Single;;ERX12480226;SRA,ERR12370013;ILLUMINA;Paired;;ERX11746734;SRA","Livestock","Bovine","cattle",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"dtu national food institute","Escherichia coli","","O102:H6",NA,"","","","","PRJEB71350","ERP156151","","SAMEA115038958","ERS17564255","2024-01-03","2024-01-02","ESC_IB3027AA",NA,405,"ST405 Cplx","",NA,35,37,29,25,4,5,73
"ESC_IB5978AA","NCTC_13846","ERR12500664;ILLUMINA;Paired;;ERX11876747;SRA","","","",2023,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA115112506","ERS17748229","2024-01-21","2024-01-19","ESC_IB5978AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_IB5979AA","NCTC_13846","ERR12498536;ILLUMINA;Paired;;ERX11874619;SRA","","","",2023,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA115112504","ERS17748227","2024-01-21","2024-01-19","ESC_IB5979AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_IB5980AA","NCTC_13846","ERR12500663;ILLUMINA;Paired;;ERX11876746;SRA","","","",2023,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA115112505","ERS17748228","2024-01-21","2024-01-19","ESC_IB5980AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_IB5981AA","NCTC_13846","ERR12498534;ILLUMINA;Paired;;ERX11874617;SRA","","","",2023,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA115112503","ERS17748226","2024-01-21","2024-01-19","ESC_IB5981AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_IB5982AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR12502720;ILLUMINA;Paired;;ERX11878776;SRA","","","",2023,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA115112508","ERS17748231","2024-01-21","2024-01-19","ESC_IB5982AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_IB5983AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR12504724;ILLUMINA;Paired;;ERX11880780;SRA","","","",2023,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA115112512","ERS17748235","2024-01-21","2024-01-19","ESC_IB5983AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_IB5984AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR12504723;ILLUMINA;Paired;;ERX11880779;SRA","","","",2023,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA115112511","ERS17748234","2024-01-21","2024-01-19","ESC_IB5984AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_IB5985AA","NCTC_13846","ERR12500719;ILLUMINA;Paired;;ERX11876775;SRA","","","",2023,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA115112507","ERS17748230","2024-01-21","2024-01-19","ESC_IB5985AA",NA,457,"","",NA,101,88,97,108,26,79,2
"ESC_IB6036AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR12502721;ILLUMINA;Paired;;ERX11878777;SRA","","","",2023,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA115112509","ERS17748232","2024-01-22","2024-01-19","ESC_IB6036AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_IB6037AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR12504722;ILLUMINA;Paired;;ERX11880778;SRA","","","",2023,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA115112510","ERS17748233","2024-01-22","2024-01-19","ESC_IB6037AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_KB3085AA","E. coli 706/1","SRR29142577;ILLUMINA;Paired;;SRX24664130;SRA","Human","Human","Homo sapiens; urine",2022,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,47.47351,19.09181,"Semmelweis University","Escherichia coli","","",NA,"","","","","PRJNA1115113","SRP509422","","SAMN41510254","SRS21399427","2024-05-23","2024-05-23","ESC_KB3085AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_KB3086AA","E. coli 269","SRR29142578;ILLUMINA;Paired;;SRX24664129;SRA","Human","Human","Homo sapiens; urine",2022,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,47.47351,19.09181,"Semmelweis University","Escherichia coli","","",NA,"","","","","PRJNA1115113","SRP509422","","SAMN41510253","SRS21399426","2024-05-23","2024-05-23","ESC_KB3086AA",NA,57,"ST350 Cplx","AxB1",NA,6,31,5,28,1,1,2
"ESC_KB3087AA","E. coli 260","SRR29142579;ILLUMINA;Paired;;SRX24664128;SRA","Human","Human","Homo sapiens; urine",2022,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,47.47351,19.09181,"Semmelweis University","Escherichia coli","","",NA,"","","","","PRJNA1115113","SRP509422","","SAMN41510252","SRS21399425","2024-05-23","2024-05-23","ESC_KB3087AA",NA,57,"ST350 Cplx","AxB1",NA,6,31,5,28,1,1,2
"ESC_KB3088AA","E. coli 149/1","SRR29142580;ILLUMINA;Paired;;SRX24664127;SRA","Human","Human","Homo sapiens; urine",2022,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,47.47351,19.09181,"Semmelweis University","Escherichia coli","","",NA,"","","","","PRJNA1115113","SRP509422","","SAMN41510251","SRS21399424","2024-05-23","2024-05-23","ESC_KB3088AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_KB3089AA","E. coli 133","SRR29142581;ILLUMINA;Paired;;SRX24664126;SRA","Human","Human","Homo sapiens; urine",2022,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,47.47351,19.09181,"Semmelweis University","Escherichia coli","","",NA,"","","","","PRJNA1115113","SRP509422","","SAMN41510250","SRS21399423","2024-05-23","2024-05-23","ESC_KB3089AA",NA,15840,"ST69 Cplx","D",NA,21,35,27,1994,5,5,4
"ESC_KB3090AA","E. coli 35","SRR29142582;ILLUMINA;Paired;;SRX24664125;SRA","Human","Human","Homo sapiens; urine",2022,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,47.47351,19.09181,"Semmelweis University","Escherichia coli","","",NA,"","","","","PRJNA1115113","SRP509422","","SAMN41510249","SRS21399422","2024-05-23","2024-05-23","ESC_KB3090AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_LB8744AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721548;ILLUMINA;Paired;;ERX12096115;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372699","ERS18386238","2024-07-28","2024-07-28","ESC_LB8744AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_LB8867AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721531;ILLUMINA;Paired;;ERX12096098;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372684","ERS18386223","2024-07-29","2024-07-28","ESC_LB8867AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_LB9084AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721558;ILLUMINA;Paired;;ERX12096125;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372709","ERS18386248","2024-07-29","2024-07-29","ESC_LB9084AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_LB9102AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721545;ILLUMINA;Paired;;ERX12096112;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372698","ERS18386237","2024-07-29","2024-07-29","ESC_LB9102AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MB0015AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721542;ILLUMINA;Paired;;ERX12096109;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372695","ERS18386234","2024-07-29","2024-07-28","ESC_MB0015AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MB0061AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721550;ILLUMINA;Paired;;ERX12096117;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372703","ERS18386242","2024-07-29","2024-07-28","ESC_MB0061AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MB0065AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721535;ILLUMINA;Paired;;ERX12096102;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372688","ERS18386227","2024-07-29","2024-07-28","ESC_MB0065AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MB0073AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721540;ILLUMINA;Paired;;ERX12096107;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372693","ERS18386232","2024-07-29","2024-07-28","ESC_MB0073AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MB0090AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721533;ILLUMINA;Paired;;ERX12096100;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372686","ERS18386225","2024-07-29","2024-07-28","ESC_MB0090AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MB0091AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721532;ILLUMINA;Paired;;ERX12096099;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372685","ERS18386224","2024-07-29","2024-07-28","ESC_MB0091AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MB0129AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721541;ILLUMINA;Paired;;ERX12096108;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372694","ERS18386233","2024-07-29","2024-07-28","ESC_MB0129AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MB0131AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721481;ILLUMINA;Paired;;ERX12096048;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372680","ERS18386219","2024-07-29","2024-07-29","ESC_MB0131AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MB1571AA","2018_10002754_2_ESBL","ERR5414500;ILLUMINA;Paired;;ERX5199133;SRA","Poultry","Poultry","Gallus gallus; meat sample",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43436","ERP127398","","SAMEA8196282","ERS5882893","2024-07-30","2024-07-29","ESC_MB1571AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_MB1576AA","2018_10002188_2_ESBL","ERR5414647;ILLUMINA;Paired;;ERX5199280;SRA","Poultry","Poultry","Gallus gallus; meat sample",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43436","ERP127398","","SAMEA8196430","ERS5883040","2024-07-30","2024-07-29","ESC_MB1576AA",NA,354,"ST354 Cplx","",NA,85,88,78,29,59,58,62
"ESC_MB1622AA","2018_10040800_3_ESBL","ERR5414502;ILLUMINA;Paired;;ERX5199135;SRA","Poultry","Poultry","Meleagris gallopavo; caecal sample",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43436","ERP127398","","SAMEA8196284","ERS5882895","2024-07-30","2024-07-29","ESC_MB1622AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_MB1630AA","2018_10035040_4_ESBL","ERR5414497;ILLUMINA;Paired;;ERX5199130;SRA","Poultry","Poultry","Gallus gallus; caecal sample",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43436","ERP127398","","SAMEA8196279","ERS5882890","2024-07-30","2024-07-29","ESC_MB1630AA",NA,1011,"","",NA,6,4,159,44,112,1,17
"ESC_MB1665AA","2018_10038536_1_ESBL","ERR5414501;ILLUMINA;Paired;;ERX5199134;SRA","Poultry","Poultry","Gallus gallus; meat sample",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43436","ERP127398","","SAMEA8196283","ERS5882894","2024-07-30","2024-07-29","ESC_MB1665AA",NA,7470,"ST350 Cplx","",NA,6,960,83,28,1,1,2
"ESC_MB1700AA","2018_10039816_1_ESBL","ERR5414498;ILLUMINA;Paired;;ERX5199131;SRA","Poultry","Poultry","Gallus gallus; caecal sample",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43436","ERP127398","","SAMEA8196280","ERS5882891","2024-07-30","2024-07-29","ESC_MB1700AA",NA,1011,"","",NA,6,4,159,44,112,1,17
"ESC_MB1703AA","2018_10033173_ESBL","ERR5414645;ILLUMINA;Paired;;ERX5199278;SRA","Poultry","Poultry","Gallus gallus; meat sample",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43436","ERP127398","","SAMEA8196428","ERS5883038","2024-07-30","2024-07-29","ESC_MB1703AA",NA,1485,"ST648 Cplx","",NA,92,231,87,96,70,58,2
"ESC_MB1704AA","2018_10042595_ESBL","ERR5414646;ILLUMINA;Paired;;ERX5199279;SRA","Poultry","Poultry","Gallus gallus; meat sample",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43436","ERP127398","","SAMEA8196429","ERS5883039","2024-07-30","2024-07-29","ESC_MB1704AA",NA,189,"ST165 Cplx","A",NA,10,27,5,10,12,8,49
"ESC_MB1707AA","2018_10019330_2_ESBL","ERR5414495;ILLUMINA;Paired;;ERX5199128;SRA","Poultry","Poultry","Gallus gallus; caecal sample",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43436","ERP127398","","SAMEA8196277","ERS5882888","2024-07-30","2024-07-29","ESC_MB1707AA",NA,115,"ST38 Cplx","D",NA,4,26,39,25,5,31,19
"ESC_MB1784AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721556;ILLUMINA;Paired;;ERX12096123;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372707","ERS18386246","2024-07-30","2024-07-28","ESC_MB1784AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MB1821AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721534;ILLUMINA;Paired;;ERX12096101;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372687","ERS18386226","2024-07-30","2024-07-28","ESC_MB1821AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MB1832AA","ATCC 25922 [DSM 1103, NCIB 12210]","ERR12721552;ILLUMINA;Paired;;ERX12096119;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"hun-ren brc","Escherichia coli","","",NA,"","","","","PRJEB73547","ERP158316","","SAMEA115372705","ERS18386244","2024-07-30","2024-07-29","ESC_MB1832AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
